PRDID,LOCID,CURRID,ZDIVISIONID,ZGROUPKEYID,ZSALESOFFICEID,ZVKORGID,ZVTWEGID,KEYFIGUREDATE,ZNETTO2REVENUE
719101,99999999_Dummy,EUR,01,ZZ2476,99999999_Dummy,1010,01,2023-05-31,0.0
719101,99999999_Dummy,EUR,01,ZZ2476,99999999_Dummy,1010,01,2023-07-31,0.0
719101,99999999_Dummy,EUR,01,ZZ2524,4000,1000,01,2021-04-30,47.72
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-01-31,79.96
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-03-31,119.95
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-04-30,279.91
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-05-31,39.99
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-06-30,79.98
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-07-31,159.93
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-08-31,85.23
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-09-30,85.22
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2021-10-31,89.96
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-01-31,85.23
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-02-28,47.35
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-03-31,47.35
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-05-31,279.36
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-06-30,175.17
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-07-31,58.39
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-08-31,58.39
719101,99999999_Dummy,EUR,01,ZZ2524,9002,1000,01,2022-09-30,350.34
719101,99999999_Dummy,EUR,01,ZZ2525,4000,1000,01,2021-04-30,50.36
719101,99999999_Dummy,EUR,01,ZZ2525,4000,1000,01,2021-06-30,52.56
719101,99999999_Dummy,EUR,01,ZZ2525,4000,1000,01,2021-08-31,52.56
719101,99999999_Dummy,EUR,01,ZZ2525,4000,1000,01,2021-09-30,52.56
719101,99999999_Dummy,EUR,01,ZZ2525,99999999_Dummy,1010,01,2023-05-31,0.0
719101,99999999_Dummy,EUR,01,ZZ2525,99999999_Dummy,1010,01,2023-06-30,0.0
719101,99999999_Dummy,EUR,01,ZZ2525,99999999_Dummy,1010,01,2023-07-31,0.0
719101,99999999_Dummy,EUR,01,ZZ2525,99999999_Dummy,1010,01,2023-09-30,0.0
719101,99999999_Dummy,EUR,01,ZZ2525,99999999_Dummy,1010,01,2023-10-31,0.0
719101,99999999_Dummy,EUR,10,99999999_Dummy,99999999_Dummy,5260,01,2021-06-30,90.24
719101,99999999_Dummy,EUR,10,99999999_Dummy,99999999_Dummy,5260,01,2021-08-31,90.24
719101,99999999_Dummy,EUR,10,99999999_Dummy,99999999_Dummy,5260,01,2021-09-30,90.24
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-03-31,42.82
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-05-31,77.83
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-06-30,9.73
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-07-31,75.17
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-08-31,153.69
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-10-31,264.54
719101,99999999_Dummy,GEL,10,99999999_Dummy,99999999_Dummy,5660,01,2023-11-30,173.79
733382,1050,EUR,01,ZZ0044,1004,1010,01,2023-04-30,359.0
733382,1050,EUR,01,ZZ0085,1004,1010,01,2023-06-30,46.5
733382,1050,EUR,01,ZZ0085,1004,1010,01,2023-08-31,51.2
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-01-31,72.80000000000001
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-02-28,127.39999999999999
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-03-31,145.60000000000002
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-04-30,131.7
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-05-31,65.0
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-06-30,109.20000000000002
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-08-31,72.80000000000001
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-09-30,70.6
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-10-31,72.80000000000001
733382,1050,EUR,01,ZZ0127,1004,1010,01,2023-11-30,127.4
733382,1050,EUR,01,ZZ0140,1004,1010,01,2023-02-28,86.4
733382,1050,EUR,01,ZZ0140,1004,1010,01,2023-03-31,64.80000000000001
733382,1050,EUR,01,ZZ0140,1004,1010,01,2023-11-30,64.80000000000001
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-01-31,679.0
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-02-28,1554.8
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-03-31,1419.0
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-04-30,252.2
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-05-31,1535.4
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-06-30,1258.97
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-07-31,135.8
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-08-31,291.0
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-09-30,-24.49
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-10-31,291.0
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-11-30,1593.1499999999999
733382,1050,EUR,01,ZZ0200,1004,1010,01,2023-12-31,77.6
733382,1050,EUR,01,ZZ0208,1004,1010,01,2023-01-31,101.0
733382,1050,EUR,01,ZZ0208,1004,1010,01,2023-03-31,202.0
733382,1050,EUR,01,ZZ0208,1004,1010,01,2023-06-30,99.5
733382,1050,EUR,01,ZZ0208,1004,1010,01,2023-09-30,99.5
733382,1050,EUR,01,ZZ0209,1004,1010,01,2023-10-31,37.400000000000006
733382,1050,EUR,01,ZZ0216,1004,1010,01,2023-01-31,187.0
733382,1050,EUR,01,ZZ0216,1004,1010,01,2023-02-28,187.0
733382,1050,EUR,01,ZZ0216,1004,1010,01,2023-04-30,926.9
733382,1050,EUR,01,ZZ0216,1004,1010,01,2023-10-31,-3.1
733382,1050,EUR,01,ZZ0216,1004,1010,01,2023-11-30,18.700000000000003
733382,1050,EUR,01,ZZ0246,1004,1010,01,2023-03-31,95.5
733382,1050,EUR,01,ZZ0246,1004,1010,01,2023-04-30,57.300000000000004
733382,1050,EUR,01,ZZ0246,1004,1010,01,2023-06-30,171.9
733382,1050,EUR,01,ZZ0246,1004,1010,01,2023-10-31,76.4
733382,1050,EUR,01,ZZ0248,1004,1010,01,2023-04-30,930.0
733382,1050,EUR,01,ZZ0248,1004,1010,01,2023-07-31,374.0
733382,1050,EUR,01,ZZ0248,1004,1010,01,2023-08-31,1032.0
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-01-31,208.45000000000002
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-03-31,37.900000000000006
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-04-30,72.0
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-06-30,360.05
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-07-31,20.799999999999997
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-08-31,37.900000000000006
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-09-30,37.900000000000006
733382,1050,EUR,01,ZZ0249,1004,1010,01,2023-11-30,94.75
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-01-31,138.8
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-03-31,104.10000000000001
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-06-30,67.25
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-07-31,69.4
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-09-30,208.20000000000002
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-10-31,128.05
733382,1050,EUR,01,ZZ0250,1004,1010,01,2023-11-30,138.8
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-01-31,635.8000000000001
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-02-28,691.9000000000001
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-03-31,1009.8
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-04-30,406.59999999999997
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-05-31,448.80000000000007
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-06-30,617.0999999999999
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-07-31,673.1999999999999
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-08-31,598.4
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-09-30,687.3000000000001
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-10-31,635.8
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-11-30,430.1
733382,1050,EUR,01,ZZ0317,1004,1010,01,2023-12-31,224.40000000000003
733382,1050,EUR,01,ZZ0322,1004,1010,01,2023-01-31,56.10000000000001
733382,1050,EUR,01,ZZ0322,1004,1010,01,2023-03-31,93.5
733382,1050,EUR,01,ZZ0322,1004,1010,01,2023-05-31,74.80000000000001
733382,1050,EUR,01,ZZ0330,1004,1010,01,2023-11-30,49.4
733382,1050,EUR,01,ZZ0418,1004,1010,01,2023-03-31,35.1
733382,1050,EUR,01,ZZ0418,1004,1010,01,2023-04-30,175.5
733382,1050,EUR,01,ZZ0418,1004,1010,01,2023-07-31,54.60000000000001
733382,1050,EUR,01,ZZ0418,1004,1010,01,2023-08-31,106.65
733382,1050,EUR,01,ZZ0418,1004,1010,01,2023-09-30,182.0
733382,1050,EUR,01,ZZ0418,1004,1010,01,2023-11-30,317.85
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-01-31,76.80000000000001
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-02-28,57.60000000000001
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-04-30,38.400000000000006
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-06-30,38.400000000000006
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-08-31,38.400000000000006
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-09-30,115.20000000000002
733382,1050,EUR,01,ZZ0429,1004,1010,01,2023-11-30,76.80000000000001
733382,1050,EUR,01,ZZ0430,1004,1010,01,2023-09-30,270.2
733382,1050,EUR,01,ZZ0430,1004,1010,01,2023-11-30,270.2
733382,1050,EUR,01,ZZ0488,1004,1010,01,2023-01-31,198.0
733382,1050,EUR,01,ZZ0488,1004,1010,01,2023-07-31,138.6
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-01-31,201.5
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-02-28,129.5
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-03-31,165.5
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-05-31,165.5
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-06-30,165.5
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-08-31,198.60000000000002
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-09-30,132.4
733382,1050,EUR,01,ZZ0502,1004,1010,01,2023-11-30,165.5
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-01-31,252.84999999999997
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-02-28,525.1500000000001
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-03-31,291.75
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-04-30,116.70000000000002
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-05-31,350.1
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-06-30,112.9
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-07-31,233.40000000000003
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-08-31,525.1500000000001
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-09-30,175.05
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-10-31,194.5
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-11-30,330.65
733382,1050,EUR,01,ZZ0529,1004,1010,01,2023-12-31,77.80000000000001
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-01-31,540.85
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-02-28,447.6
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-03-31,507.7
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-04-30,657.8000000000001
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-05-31,167.85
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-06-30,93.25
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-07-31,136.3
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-08-31,111.9
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-09-30,391.65000000000003
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-10-31,37.3
733382,1050,EUR,01,ZZ0550,1004,1010,01,2023-11-30,223.8
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-01-31,595.6500000000001
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-02-28,595.65
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-03-31,379.05
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-04-30,257.25
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-05-31,566.0
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-06-30,270.75
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-07-31,566.05
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-08-31,306.6
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-09-30,144.4
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-10-31,361.0
733382,1050,EUR,01,ZZ0551,1004,1010,01,2023-11-30,507.45
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-01-31,184.5
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-02-28,147.60000000000002
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-03-31,313.65000000000003
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-04-30,276.75
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-05-31,147.60000000000002
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-06-30,350.55
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-07-31,106.55000000000001
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-08-31,258.3
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-09-30,239.85000000000002
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-10-31,369.0
733382,1050,EUR,01,ZZ0709,1004,1010,01,2023-11-30,213.75
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-02-28,317.9
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-03-31,542.3
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-04-30,198.39999999999998
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-05-31,130.89999999999998
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-06-30,426.65
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-07-31,130.89999999999998
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-08-31,369.19999999999993
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-09-30,373.90000000000003
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-10-31,130.79999999999998
733382,1050,EUR,01,ZZ0728,1004,1010,01,2023-11-30,420.1
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-02-28,179.0
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-03-31,179.0
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-04-30,268.5
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-07-31,179.0
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-08-31,179.0
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-09-30,107.4
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-10-31,214.8
733382,1050,EUR,01,ZZ0730,1004,1010,01,2023-11-30,465.4
733382,1050,EUR,01,ZZ0735,1004,1010,01,2023-01-31,160.0
733382,1050,EUR,01,ZZ0735,1004,1010,01,2023-02-28,200.0
733382,1050,EUR,01,ZZ0735,1004,1010,01,2023-06-30,80.0
733382,1050,EUR,01,ZZ0752,1004,1010,01,2023-01-31,224.40000000000003
733382,1050,EUR,01,ZZ0752,1004,1010,01,2023-02-28,112.20000000000002
733382,1050,EUR,01,ZZ0752,1004,1010,01,2023-05-31,74.80000000000001
733382,1050,EUR,01,ZZ0752,1004,1010,01,2023-07-31,-8.1
733382,1050,EUR,01,ZZ0752,1004,1010,01,2023-08-31,74.80000000000001
733382,1050,EUR,01,ZZ0820,1004,1010,01,2023-07-31,40.7
733382,1050,EUR,01,ZZ0820,1004,1010,01,2023-08-31,40.7
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-02-28,374.0
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-03-31,374.0
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-04-30,171.5
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-05-31,187.0
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-07-31,178.35
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-08-31,177.5
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-09-30,-10.7
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-10-31,162.5
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-11-30,187.0
733382,1050,EUR,01,ZZ0825,1004,1010,01,2023-12-31,187.0
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-01-31,259.0
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-03-31,70.2
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-07-31,111.00000000000001
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-08-31,185.0
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-09-30,37.0
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-10-31,1286.7500000000002
733382,1050,EUR,01,ZZ0839,1004,1010,01,2023-11-30,-9.14
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-01-31,1089.0
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-03-31,1089.0
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-04-30,1060.5
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-06-30,1089.0
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-07-31,-18.6
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-08-31,1085.35
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-09-30,-5.5
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-10-31,-6.4
733382,1050,EUR,01,ZZ0841,1004,1010,01,2023-11-30,1077.45
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-02-28,187.0
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-04-30,149.60000000000002
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-06-30,224.40000000000003
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-07-31,112.20000000000002
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-08-31,325.20000000000005
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-10-31,74.80000000000001
733382,1050,EUR,01,ZZ0845,1004,1010,01,2023-11-30,93.5
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-01-31,93.5
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-02-28,74.80000000000001
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-03-31,317.90000000000003
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-05-31,93.5
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-07-31,130.89999999999998
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-08-31,142.0
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-09-30,53.25000000000001
733382,1050,EUR,01,ZZ0861,1004,1010,01,2023-11-30,37.150000000000006
733382,1050,EUR,01,ZZ2525,4000,1000,01,2023-07-31,483.0
733382,99999999_Dummy,EUR,01,99999999_Dummy,4000,1000,01,2021-05-31,11.22
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2021-02-28,148.0
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2021-04-30,427.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2021-10-31,181.0
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2021-11-30,-25.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2021-12-31,155.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2022-01-31,155.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2022-07-31,85.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2022-09-30,179.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2022-10-31,179.5
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2022-11-30,0.0
733382,99999999_Dummy,EUR,01,ZZ0044,1004,1010,01,2022-12-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0044,99999999_Dummy,1010,01,2023-05-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0044,99999999_Dummy,1010,01,2023-10-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2021-01-31,77.6
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2021-05-31,79.0
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2021-07-31,83.2
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2021-08-31,41.6
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2021-09-30,166.4
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2022-01-31,198.0
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2022-05-31,91.2
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2022-11-30,46.5
733382,99999999_Dummy,EUR,01,ZZ0085,1004,1010,01,2022-12-31,139.5
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-01-31,303.0
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-02-28,207.6
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-03-31,78.7
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-04-30,280.65
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-05-31,-29.7
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-06-30,144.45
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-07-31,157.05
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-08-31,-6.0
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-09-30,26.1
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-10-31,153.45
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-11-30,68.2
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2021-12-31,98.3
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-01-31,102.3
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-02-28,55.4
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-03-31,52.2
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-05-31,232.05
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-06-30,145.6
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-07-31,72.8
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-08-31,36.4
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-09-30,50.7
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-10-31,62.8
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-11-30,163.8
733382,99999999_Dummy,EUR,01,ZZ0127,1004,1010,01,2022-12-31,101.4
733382,99999999_Dummy,EUR,01,ZZ0127,99999999_Dummy,1010,01,2023-05-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0127,99999999_Dummy,1010,01,2023-09-30,0.0
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2021-01-31,84.25
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2021-03-31,85.0
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2021-06-30,178.5
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2021-11-30,56.85
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2022-02-28,75.8
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2022-08-31,43.2
733382,99999999_Dummy,EUR,01,ZZ0140,1004,1010,01,2022-09-30,64.8
733382,99999999_Dummy,EUR,01,ZZ0155,1004,1010,01,2021-09-30,51.75
733382,99999999_Dummy,EUR,01,ZZ0155,1004,1010,01,2022-01-31,110.25
733382,99999999_Dummy,EUR,01,ZZ0155,1004,1010,01,2022-03-31,-24.0
733382,99999999_Dummy,EUR,01,ZZ0164,99999999_Dummy,1010,01,2023-05-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0164,99999999_Dummy,1010,01,2023-06-30,0.0
733382,99999999_Dummy,EUR,01,ZZ0164,99999999_Dummy,1010,01,2023-07-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0164,99999999_Dummy,1010,01,2023-10-31,0.0
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-01-31,1403.62
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-02-28,1356.29
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-03-31,1983.3
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-04-30,412.5
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-05-31,1356.3
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-06-30,1488.64
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-07-31,1074.05
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-08-31,208.2
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-09-30,1595.43
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-10-31,565.91
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-11-30,635.16
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2021-12-31,70.68
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2022-01-31,2429.54
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2022-02-28,418.0
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2022-03-31,2017.8
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2022-04-30,380.0
733382,99999999_Dummy,EUR,01,ZZ0200,1004,1010,01,2022-05-31,1219.99
