PRDID,LOCID,ZDIVISIONID,ZGROUPKEYID,ZSALESOFFICEID,ZVKORGID,ZVTWEGID,KEYFIGUREDATE,ZACTUALSALES
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2021-07-31,0.0
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2021-08-31,9.352
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2021-09-30,84.168
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2021-10-31,18.704
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2021-11-30,9.352
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2021-12-31,9.352
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-02-28,280.56
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-03-31,0.0
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-04-30,0.0
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-05-31,0.0
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-06-30,0.0
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-07-31,46.76
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-08-31,18.704
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-09-30,9.352
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-10-31,93.52
719099,99999999_Dummy,01,ZZ0127,1004,1010,01,2022-11-30,28.056
719099,99999999_Dummy,01,ZZ0127,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0127,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0127,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-01-31,18.704
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-02-28,93.52
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-03-31,44.422
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-04-30,177.688
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-05-31,18.704
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-06-30,158.984
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-07-31,65.464
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-08-31,46.76
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-09-30,102.872
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-10-31,84.168
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-11-30,0.0
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-01-31,37.408
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-02-28,93.52
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-03-31,102.872
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-04-30,44.422
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-05-31,158.984
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-06-30,56.112
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-07-31,205.744
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-08-31,84.168
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-09-30,65.464
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-10-31,93.52
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-11-30,18.704
719099,99999999_Dummy,01,ZZ0200,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0200,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2021-04-30,9.352
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2021-06-30,18.704
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2021-08-31,18.704
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2021-09-30,28.056
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2022-03-31,9.352
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2022-04-30,9.352
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2022-09-30,9.352
719099,99999999_Dummy,01,ZZ0209,1004,1010,01,2022-10-31,9.352
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-02-28,280.56
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-04-30,0.0
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-06-30,0.0
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-08-31,0.0
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-09-30,18.704
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-10-31,46.76
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-11-30,9.352
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2022-02-28,280.56
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2022-10-31,18.704
719099,99999999_Dummy,01,ZZ0216,1004,1010,01,2022-11-30,0.0
719099,99999999_Dummy,01,ZZ0216,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-04-30,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-05-31,37.408
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-06-30,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-07-31,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-08-31,28.056
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-09-30,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-10-31,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2022-01-31,121.576
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2022-03-31,18.704
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2022-04-30,9.352
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2022-05-31,18.704
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2022-07-31,0.0
719099,99999999_Dummy,01,ZZ0246,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0246,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0246,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0246,99999999_Dummy,1010,01,2023-11-30,0.0
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-01-31,458.248
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-05-31,9.352
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-06-30,46.76
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-07-31,121.576
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-08-31,130.928
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-09-30,149.632
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2021-10-31,46.76
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-01-31,28.056
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-02-28,434.868
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-06-30,0.0
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-07-31,0.0
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-08-31,280.56
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-10-31,0.0
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-11-30,0.0
719099,99999999_Dummy,01,ZZ0248,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0248,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0248,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-01-31,74.816
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-02-28,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-04-30,28.056
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-05-31,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-06-30,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-07-31,9.352
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-08-31,18.704
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-09-30,37.408
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-01-31,56.112
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-03-31,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-04-30,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-05-31,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-07-31,9.352
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-08-31,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-09-30,9.352
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-11-30,0.0
719099,99999999_Dummy,01,ZZ0249,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0249,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0249,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0249,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-02-28,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-03-31,0.0
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-04-30,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-06-30,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-07-31,0.0
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-08-31,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-09-30,289.912
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-10-31,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2022-02-28,278.222
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2022-04-30,0.0
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2022-05-31,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2022-06-30,0.0
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2022-07-31,280.56
719099,99999999_Dummy,01,ZZ0250,1004,1010,01,2022-10-31,280.56
719099,99999999_Dummy,01,ZZ0250,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0250,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0257,1004,1010,01,2021-07-31,9.352
719099,99999999_Dummy,01,ZZ0257,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0257,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2021-04-30,18.704
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2021-08-31,18.704
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2022-03-31,28.056
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2022-04-30,18.704
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2022-05-31,46.76
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2022-07-31,37.408
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2022-08-31,28.056
719099,99999999_Dummy,01,ZZ0290,1009,1030,01,2022-10-31,9.352
719099,99999999_Dummy,01,ZZ0290,99999999_Dummy,1030,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-04-30,93.52
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-05-31,28.056
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-06-30,46.76
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-07-31,28.056
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-08-31,46.76
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-09-30,84.168
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-10-31,46.76
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2021-11-30,9.352
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-01-31,9.352
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-02-28,9.352
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-03-31,28.056
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-04-30,74.816
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-05-31,84.168
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-06-30,93.52
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-07-31,74.816
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-08-31,56.112
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-09-30,93.52
719099,99999999_Dummy,01,ZZ0317,1004,1010,01,2022-10-31,9.352
719099,99999999_Dummy,01,ZZ0317,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0317,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-02-28,233.8
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-03-31,0.0
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-06-30,0.0
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-08-31,18.704
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-11-30,65.464
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-01-31,112.224
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-06-30,93.52
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-07-31,46.76
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-09-30,37.408
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-10-31,18.704
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-11-30,74.816
719099,99999999_Dummy,01,ZZ0418,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0418,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0418,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0418,99999999_Dummy,1010,01,2023-12-31,0.0
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2021-07-31,9.352
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2021-08-31,37.408
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2021-10-31,9.352
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2022-02-28,18.704
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2022-03-31,0.0
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2022-07-31,9.352
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2022-11-30,0.0
719099,99999999_Dummy,01,ZZ0429,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2021-06-30,46.76
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2021-10-31,28.056
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2022-03-31,28.056
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2022-07-31,28.056
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2022-11-30,9.352
719099,99999999_Dummy,01,ZZ0430,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0430,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0430,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0443,1004,1010,01,2022-10-31,84.168
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-05-31,37.408
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-06-30,18.704
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-07-31,65.464
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-08-31,9.352
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-09-30,37.408
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-10-31,46.76
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-02-28,18.704
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-04-30,0.0
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-05-31,37.408
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-06-30,28.056
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-07-31,28.056
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-08-31,9.352
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-09-30,18.704
719099,99999999_Dummy,01,ZZ0468,1004,1010,01,2022-11-30,9.352
719099,99999999_Dummy,01,ZZ0468,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0468,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0488,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0488,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0488,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0488,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0497,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0497,1004,1010,01,2021-06-30,0.0
719099,99999999_Dummy,01,ZZ0497,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0497,1004,1010,01,2022-03-31,9.352
719099,99999999_Dummy,01,ZZ0497,1004,1010,01,2022-07-31,9.352
719099,99999999_Dummy,01,ZZ0497,1004,1010,01,2022-11-30,0.0
719099,99999999_Dummy,01,ZZ0497,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2021-04-30,18.704
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2021-06-30,0.0
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2021-08-31,9.352
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2021-10-31,28.056
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2022-03-31,18.704
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2022-04-30,18.704
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2022-06-30,9.352
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2022-07-31,9.352
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2022-09-30,18.704
719099,99999999_Dummy,01,ZZ0502,1004,1010,01,2022-11-30,0.0
719099,99999999_Dummy,01,ZZ0502,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0502,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0502,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2021-01-31,9.352
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2021-06-30,0.0
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2021-09-30,9.352
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2022-05-31,9.352
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2022-08-31,0.0
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2022-09-30,9.352
719099,99999999_Dummy,01,ZZ0529,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0529,99999999_Dummy,1010,01,2023-08-31,0.0
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-02-28,9.352
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-03-31,18.704
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-04-30,84.168
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-05-31,112.224
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-06-30,46.76
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-07-31,28.056
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-08-31,18.704
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-09-30,46.76
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-10-31,18.704
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2021-11-30,9.352
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-01-31,18.704
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-03-31,9.352
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-04-30,56.112
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-05-31,65.464
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-06-30,37.408
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-07-31,18.704
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-08-31,28.056
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-09-30,65.464
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-10-31,0.0
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-11-30,18.704
719099,99999999_Dummy,01,ZZ0550,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0550,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0550,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0550,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0550,99999999_Dummy,1010,01,2023-12-31,0.0
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-01-31,102.872
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-02-28,18.704
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-04-30,18.704
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-05-31,149.632
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-06-30,9.352
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-07-31,18.704
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-08-31,0.0
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-09-30,46.76
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-11-30,0.0
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2021-12-31,9.352
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-01-31,18.704
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-02-28,56.112
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-03-31,18.704
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-04-30,28.056
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-05-31,46.76
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-08-31,46.76
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-09-30,0.0
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-10-31,9.352
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-11-30,28.056
719099,99999999_Dummy,01,ZZ0551,1004,1010,01,2022-12-31,0.0
719099,99999999_Dummy,01,ZZ0551,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0551,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0551,99999999_Dummy,1010,01,2023-07-31,0.0
719099,99999999_Dummy,01,ZZ0551,99999999_Dummy,1010,01,2023-09-30,0.0
719099,99999999_Dummy,01,ZZ0551,99999999_Dummy,1010,01,2023-11-30,0.0
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-01-31,2.338
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-02-28,7.014
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-05-31,4.676
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-06-30,4.676
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-08-31,11.69
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-09-30,7.014
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-10-31,25.718
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2021-11-30,4.676
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2022-05-31,7.014
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2022-07-31,4.676
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2022-08-31,7.014
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2022-09-30,4.676
719099,99999999_Dummy,01,ZZ0573,9002,1000,01,2022-10-31,2.338
719099,99999999_Dummy,01,ZZ0573,99999999_Dummy,1010,01,2023-05-31,0.0
719099,99999999_Dummy,01,ZZ0573,99999999_Dummy,1010,01,2023-06-30,0.0
719099,99999999_Dummy,01,ZZ0573,99999999_Dummy,1010,01,2023-07-31,0.0
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-01-31,9.352
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-03-31,9.352
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-04-30,18.704
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-05-31,18.704
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-06-30,18.704
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-07-31,9.352
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-08-31,9.352
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-10-31,0.0
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-11-30,0.0
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2021-12-31,0.0
719099,99999999_Dummy,01,ZZ0709,1004,1010,01,2022-02-28,18.704
