,ticker,model,BIAS_abs,BIAS_rel,MAPE,MAE_abs,MAE_rel,RMSE_abs,RMSE_rel,MSE
0,Mexico // Beer // Ale  // Tijuana // Fancy Beer Ale 330 ml,simple_ex_smoothing,43888.90714246885,0.029871359550087396,0.1729878617745337,242678.26444818036,0.16516997492763286,278347.1000108283,0.18944664712560147,77477108084.43803
0,Mexico // Beer // Ale  // Tijuana // Fancy Beer Ale 330 ml,moving_average,16233.707602339171,0.010933394539080642,0.1728492527714333,246342.95906432747,0.16591186864710977,275895.857494066,0.18581573202944332,76118524182.38599
0,Mexico // Beer // Ale  // Tijuana // Fancy Beer Ale 500 ml,simple_ex_smoothing,52413.103089481745,0.028525775936911392,0.17252098327294274,304502.0405699573,0.16572491361180333,345347.889172683,0.18795522352505445,119265164556.02774
0,Mexico // Beer // Ale  // Tijuana // Fancy Beer Ale 500 ml,moving_average,22856.619883040952,0.012290583885138604,0.17524639597843417,313317.5555555555,0.16847879165630128,346105.99137839756,0.18610996472586488,119789357268.02339
0,Mexico // Beer // Ale  // Zapopan // Fancy Beer Ale 1 pint,simple_ex_smoothing,66915.18359861446,0.031414693733373515,0.17215678274443252,351432.4136039942,0.1649870933265783,409084.7472372111,0.19205315377357196,167350330422.13287
0,Mexico // Beer // Ale  // Zapopan // Fancy Beer Ale 1 pint,moving_average,27666.16374269005,0.012830841227318984,0.17495036660374452,363605.16959064326,0.1686305424864919,408292.11799975886,0.18935517728961862,166702453620.72903
0,Mexico // Beer // Ale  // Zapopan // Fancy Beer Ale 330 ml,simple_ex_smoothing,28051.775308347816,0.031476152946992304,0.18281099861571423,153390.38530866316,0.17211528238416968,179256.62538905285,0.2011391042273342,32132937745.871227
0,Mexico // Beer // Ale  // Zapopan // Fancy Beer Ale 330 ml,moving_average,9887.900584795325,0.010974083400128764,0.1851290853926113,157955.4795321637,0.17530684001402483,178230.27267860438,0.1978088129051696,31766030099.089672
0,Mexico // Beer // Ale  // Zapopan // Fancy Beer Ale 500 ml,simple_ex_smoothing,36295.93987430423,0.032298004228272933,0.18495510664610038,197043.7888352309,0.1753397527931408,224556.3965896212,0.1998218938992649,50425575249.31524
0,Mexico // Beer // Ale  // Zapopan // Fancy Beer Ale 500 ml,moving_average,15192.748538011698,0.01336125353734091,0.18925376866034438,204038.03508771933,0.17944112688017028,227153.00756541107,0.19976957548250038,51598488846.011696
0,Mexico // Beer // Amber Ale  // Ciudad Nezahualcoyotl // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,101230.47666604641,0.02798884325769421,0.173437051900616,602746.8826935544,0.166651275182942,691953.5027773194,0.1913156864284797,478799650005.8018
0,Mexico // Beer // Amber Ale  // Ciudad Nezahualcoyotl // Fancy Beer Amber Ale 1 pint,moving_average,38586.54970760232,0.010553178258214932,0.17545442376350637,616201.9298245613,0.16852734586978235,688915.8893384746,0.188414155714814,474605102583.02136
0,Mexico // Beer // Amber Ale  // Ciudad Nezahualcoyotl // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,98276.4803464972,0.028551383312603273,0.16978713243655982,558348.3791367592,0.1622119406240269,644680.0993167487,0.187293120029361,415612430455.053
0,Mexico // Beer // Amber Ale  // Ciudad Nezahualcoyotl // Fancy Beer Amber Ale 330 ml,moving_average,37789.19298245615,0.010860002964389406,0.1732220873050616,579226.6315789474,0.16646036709280917,646026.6213601448,0.185657603916093,417350395506.0039
0,Mexico // Beer // Amber Ale  // Ciudad Nezahualcoyotl // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,97491.28793025692,0.030082678237061008,0.17383164536408768,540337.2820121705,0.16673071962992767,613425.9762194791,0.18928354170545827,376291428300.821
0,Mexico // Beer // Amber Ale  // Ciudad Nezahualcoyotl // Fancy Beer Amber Ale 500 ml,moving_average,38527.853801169564,0.011752784118149902,0.173055957261784,545215.0467836257,0.16631590163011975,606137.0176368877,0.18489993112695285,367402084149.7407
0,Mexico // Beer // Amber Ale  // Ecatepec // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,101595.48347996731,0.029962889110762756,0.17346514027795573,562329.2450088543,0.16584407332695597,643780.6479630658,0.18986600098591844,414453522691.7448
0,Mexico // Beer // Amber Ale  // Ecatepec // Fancy Beer Amber Ale 1 pint,moving_average,43673.18128654973,0.01271941529324882,0.17594782984642696,579084.0000000001,0.16865292769373155,642409.8353188788,0.18709599903602384,412690396514.4289
0,Mexico // Beer // Amber Ale  // Ecatepec // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,93583.58168541528,0.02904367750774143,0.17496683428410068,539489.6451686411,0.1674306859264588,616741.5711004066,0.19140583181429557,380370165523.3979
0,Mexico // Beer // Amber Ale  // Ecatepec // Fancy Beer Amber Ale 330 ml,moving_average,37302.26900584794,0.011445037381044104,0.17561727538963773,547464.0467836257,0.16797226139873644,614023.0109121591,0.18839380284371435,377024257929.6335
0,Mexico // Beer // Amber Ale  // Ecatepec // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,90077.16511433286,0.02968124619219075,0.1767753640613863,510236.12215822935,0.16812744871249696,584152.0660974142,0.19248342535543891,341233636325.8778
0,Mexico // Beer // Amber Ale  // Ecatepec // Fancy Beer Amber Ale 500 ml,moving_average,34129.538011695906,0.011121443788113935,0.1773075270735391,517733.3274853801,0.1687084688016767,579600.4806140494,0.18886848578213927,335936717128.037
0,Mexico // Beer // Amber Ale  // Guadalajara // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,111962.18986421899,0.027064282822266642,0.1694218759193071,669989.7187101557,0.16195459607545087,774305.8730518174,0.18717062576777654,599549585042.5372
0,Mexico // Beer // Amber Ale  // Guadalajara // Fancy Beer Amber Ale 1 pint,moving_average,47223.812865497064,0.01128724935543171,0.17469576705535478,700702.6432748537,0.1674791800734055,776652.1679723053,0.1856323356885251,603188590016.0819
0,Mexico // Beer // Amber Ale  // Guadalajara // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,113454.46933997284,0.02898535002249371,0.17222059608574664,646406.487455487,0.16514394192408166,742421.708006403,0.189673912328471,551189992519.1447
0,Mexico // Beer // Amber Ale  // Guadalajara // Fancy Beer Amber Ale 330 ml,moving_average,44101.362573099446,0.011142997896387695,0.1750360940885213,664474.5906432748,0.16789138778803758,739789.30161568,0.18692099632998466,547288210785.01556
0,Mexico // Beer // Amber Ale  // Guadalajara // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,111920.62454387842,0.030039123036754333,0.17381571403673607,617659.3659509012,0.16577771759421095,716292.087123269,0.19225041160232076,513074354075.40875
0,Mexico // Beer // Amber Ale  // Guadalajara // Fancy Beer Amber Ale 500 ml,moving_average,42716.32748538017,0.0113338149352685,0.17817662692244757,640846.3391812866,0.1700341353715597,714511.185867555,0.18957944248774009,510526234729.8596
0,Mexico // Beer // Amber Ale  // Juarez // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,121973.98743535565,0.030852229457367236,0.17263139063440427,650664.1209472702,0.16457967129901752,750400.644332065,0.18980713306727837,563101127013.9784
0,Mexico // Beer // Amber Ale  // Juarez // Fancy Beer Amber Ale 1 pint,moving_average,47223.85380116958,0.011807467245177769,0.1741039065708979,664642.83625731,0.16618187392948172,741725.8880529647,0.18545509150862374,550157293007.9591
0,Mexico // Beer // Amber Ale  // Juarez // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,109180.33353045612,0.02912109578070358,0.1738368050014554,623487.5448876187,0.1662995516283455,734268.6158549467,0.1958476036814065,539150400229.5393
0,Mexico // Beer // Amber Ale  // Juarez // Fancy Beer Amber Ale 330 ml,moving_average,46468.46198830412,0.012248991998300353,0.18159759760600946,660327.8421052631,0.1740610751489495,737999.4087904796,0.1945351420346177,544643127375.0975
0,Mexico // Beer // Amber Ale  // Juarez // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,111040.77963028107,0.031199039499567864,0.17346713987627127,589764.6455530303,0.16570570319590847,681253.1583279371,0.19141115783450907,464105865731.78937
0,Mexico // Beer // Amber Ale  // Juarez // Fancy Beer Amber Ale 500 ml,moving_average,43136.058479532134,0.011980279935977578,0.17432529874516003,601831.567251462,0.16714811005279484,673340.4709627277,0.18700844765833494,453387389836.308
0,Mexico // Beer // Amber Ale  // Leon de los Aldama // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,74853.36104348145,0.030643406465720696,0.17175527416450834,404089.9877026787,0.16542602188174688,464143.83917958464,0.1900108174738896,215429503448.36414
0,Mexico // Beer // Amber Ale  // Leon de los Aldama // Fancy Beer Amber Ale 1 pint,moving_average,29118.222222222226,0.011787857894818357,0.17309013322563663,412818.37426900584,0.16712024158326522,457087.5238866816,0.18504161194836125,208929004492.8577
0,Mexico // Beer // Amber Ale  // Leon de los Aldama // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,67144.81217587089,0.028915189644399535,0.17542842694362248,389803.6167769035,0.16786472607376557,446334.7975590669,0.1922092697572983,199214751512.09323
0,Mexico // Beer // Amber Ale  // Leon de los Aldama // Fancy Beer Amber Ale 330 ml,moving_average,26650.46198830408,0.011339547934375463,0.17817497588790793,402376.6257309941,0.17120787764021864,445442.805194063,0.18953217560496707,198419292699.15594
0,Mexico // Beer // Amber Ale  // Leon de los Aldama // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,63061.88826499898,0.02857250857833399,0.17404769797229816,367907.3982400212,0.16669398239506894,424375.9390953926,0.1922791323546779,180094937683.09634
0,Mexico // Beer // Amber Ale  // Leon de los Aldama // Fancy Beer Amber Ale 500 ml,moving_average,26289.508771929814,0.011772767059463049,0.17698426035596138,379066.36257309944,0.16975060376236445,422977.82296705036,0.18941469862787205,178910238721.9454
0,Mexico // Beer // Amber Ale  // Mexico City // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,91193.96688046094,0.031226764944007692,0.17010719317669262,475673.36531480646,0.1628807351727683,550933.5919889085,0.18865144663952058,303527822781.801
0,Mexico // Beer // Amber Ale  // Mexico City // Fancy Beer Amber Ale 1 pint,moving_average,36278.23976608187,0.012280736877034742,0.1704752315444172,480917.6432748538,0.16279794925728283,545770.7282529722,0.18475170658993262,297865687817.77966
0,Mexico // Beer // Amber Ale  // Mexico City // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,79093.13419470642,0.02850633245048831,0.17128365216386235,456378.0541658297,0.16448538381513295,525993.3271536398,0.18957575525668885,276668980210.15594
0,Mexico // Beer // Amber Ale  // Mexico City // Fancy Beer Amber Ale 330 ml,moving_average,33667.76608187133,0.011994790659808798,0.17517431773098666,474260.8771929825,0.16896457953978175,524918.8957060577,0.18701247513901603,275539847069.2671
0,Mexico // Beer // Amber Ale  // Mexico City // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,75194.92885236985,0.028734230728206696,0.1686618118050632,425889.2021603703,0.16274499871599074,490777.762687572,0.1875408579350404,240862812348.61874
